,Unnamed: 0,Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Pop_White,Pop_Black,Pop_AIAN,Pop_Asian,Pop_NHPI,Pop_Total,Cases_TotalN,Cases_WhiteN,Cases_BlackN,Cases_AsianN,Cases_AIANN,Cases_NHPIN,Deaths_TotalN,Deaths_WhiteN,Deaths_BlackN,Deaths_AsianN,Deaths_AIANN,Deaths_NHPIN
486,486,8/16/2020,NC,144952,60684,25967,0,1845,1655,258,0,17270,37273,36922,58254,49776,2347,1301,698,0,31,32,4,0,155,126,227,1878,242,6898296,2088362,147566,215952,10309,9535483,0.015201328,0.008796955,0.012434147,0.008543565,0.011215321,0.025026676,0.000246133,0.000188597,0.000334233,0.00014355,0.000216852,0.00038801
487,487,8/16/2020,ND,8587,0,0,0,0,0,0,0,0,8587,0,0,0,105,0,0,0,0,0,0,0,0,105,0,0,0,609136,8248,36948,7032,334,672591,0.012767046,0,0,0,0,0,0.000156113,0,0,0,0,0
488,488,8/16/2020,NE,30372,18700,1900,0,1400,318,47,0,1800,6207,10500,12600,7272,361,278,26,0,18,10,0,0,12,17,79,239,43,1649264,85971,23418,33322,2061,1826341,0.016629972,0.011338391,0.022100476,0.042014285,0.013579298,0.022804464,0.000197663,0.00016856,0.000302428,0.000540184,0.000427022,0
489,489,8/16/2020,NH,6988,4505,346,834,185,0,0,0,253,865,834,5289,865,423,390,9,11,4,0,0,0,2,7,11,405,7,1248321,16365,3530,28933,532,1316470,0.005308135,0.003608847,0.021142683,0.006394083,0,0,0.000321314,0.00031242,0.000549954,0.00013825,0,0
490,490,8/16/2020,NJ,187455,42950,19780,35691,5881,0,0,0,13021,70132,35691,81632,70132,15912,8474,2821,3140,868,0,0,0,288,321,3140,12451,321,6546498,1282005,49907,746212,7731,8791894,0.021321344,0.00656076,0.015428957,0.007881138,0,0,0.001809849,0.001294433,0.002200459,0.001163208,0,0
491,491,8/16/2020,NM,23408,3244,426,10002,149,7925,0,0,0,1662,10002,11744,1662,714,165,6,132,2,380,0,0,0,29,132,553,29,1720992,49006,208890,31253,3132,2059179,0.011367637,0.001884959,0.008692813,0.004767542,0.037938628,0,0.00034674,9.59E-05,0.000122434,6.40E-05,0.001819139,0
492,492,8/16/2020,NV,61305,11921,3340,15053,2929,196,0,0,6946,20920,15053,25332,20920,1072,361,86,142,95,5,0,0,11,372,142,558,372,2106494,231224,42965,203478,19307,2700551,0.022700923,0.005659166,0.014444867,0.014394677,0.004561853,0,0.000396956,0.000171375,0.000371934,0.000466881,0.000116374,0
493,493,8/16/2020,NY,425508,0,0,0,0,0,0,0,0,425508,0,0,0,28425,8698,6399,6734,1700,0,0,0,1835,3059,6734,18632,3059,13901661,3378047,183046,1481555,24000,19378102,0.021958188,0,0,0,0,0,0.001466862,0.000625681,0.00189429,0.001147443,0,0
494,494,8/16/2020,OH,108287,55693,25912,0,2772,146,172,3104,6996,13492,6835,76575,24877,3826,2944,729,0,42,2,1,49,26,33,87,3691,48,9664524,1426861,29674,196693,5336,11536504,0.009386466,0.005762622,0.018160143,0.014093028,0.004920132,0.032233883,0.000331643,0.000304619,0.000510912,0.000213531,6.74E-05,0.000187406
495,495,8/16/2020,OK,48342,26392,3374,0,1974,4436,0,0,1929,10237,9256,26300,12786,661,482,40,0,15,63,0,0,23,38,46,526,89,2851510,284332,335664,67126,5354,3751351,0.012886557,0.009255447,0.01186641,0.029407383,0.013215597,0,0.000176203,0.000169033,0.000140681,0.00022346,0.000187688,0
496,496,8/16/2020,OR,23262,9119,788,0,653,539,461,448,7746,3508,8917,10869,3476,388,256,9,0,17,7,6,4,36,53,47,272,69,3403252,74414,66784,145009,14649,3831074,0.006071927,0.002679496,0.010589405,0.004503169,0.008070795,0.031469725,0.000101277,7.52E-05,0.000120945,0.000117234,0.000104816,0.000409584
497,497,8/16/2020,PA,124460,42447,16889,0,1763,0,0,0,1510,61851,9976,29786,84698,7468,5357,1572,0,159,0,0,0,357,23,438,7007,23,10663774,1431826,39735,358195,7115,12702379,0.009798165,0.003980486,0.011795428,0.0049219,0,0,0.000587921,0.000502355,0.001097899,0.000443892,0,0
498,498,8/16/2020,RI,20335,5483,1858,6981,0,0,0,0,576,5437,6981,7917,5437,1021,673,52,92,0,0,0,0,14,190,92,739,190,910253,75073,9173,31768,1602,1052567,0.019319435,0.0060236,0.024749244,0,0,0,0.00097001,0.000739355,0.000692659,0,0,0
499,499,8/16/2020,SC,106497,35354,27319,0,803,0,0,0,6428,35788,8599,49018,48878,2269,1054,790,0,20,0,0,0,60,363,78,1603,587,3164143,1302865,24665,61247,3957,4625364,0.023024566,0.011173326,0.020968404,0.013110846,0,0,0.000490556,0.000333108,0.000606356,0.000326547,0,0
500,500,8/16/2020,SD,10274,4713,1054,1268,735,1549,0,0,954,1,1268,9005,1,153,90,2,5,5,37,0,0,14,0,5,148,0,706690,10533,72782,7775,517,814180,0.012618831,0.006669119,0.100066458,0.094533762,0.021282735,0,0.000187919,0.000127354,0.000189879,0.000643087,0.000508367,0
501,501,8/16/2020,TN,133708,62356,25411,0,1160,175,88,0,18394,26124,20318,77510,35880,1366,810,436,0,15,4,2,0,79,20,107,1227,32,5056311,1068010,26256,93897,5426,6346105,0.021069302,0.012332311,0.023792848,0.012353962,0.006665143,0.016218209,0.00021525,0.000160196,0.000408236,0.00015975,0.000152346,0.000368596
502,502,8/16/2020,TX,535582,12602,7156,17989,730,0,0,0,185,496920,17989,20673,496920,9983,3130,1235,5324,225,0,0,0,65,4,5324,4655,4,20389793,3070440,251209,1000473,31242,25145561,0.021299266,0.000618054,0.002330611,0.000729655,0,0,0.000397008,0.000153508,0.000402222,0.000224894,0,0
503,503,8/16/2020,UT,46652,19101,1112,17455,1056,981,2017,0,5582,5062,17455,24135,5062,363,184,7,82,20,30,19,0,27,18,82,263,18,2547329,33864,40729,57800,26049,2763885,0.016879139,0.007498442,0.032837231,0.018269896,0.024086032,0.077430995,0.000131337,7.22E-05,0.000206709,0.000346021,0.000736576,0.000729395
504,504,8/16/2020,VA,106687,25762,20331,28474,3116,127,0,546,2552,25779,28474,52434,25779,2381,1292,586,260,126,2,0,2,35,78,260,2043,78,5725432,1579414,41525,449149,8201,8001024,0.013334168,0.004499573,0.012872496,0.006937564,0.003058399,0,0.000297587,0.00022566,0.000371024,0.000280531,4.82E-05,0
505,505,8/16/2020,VT,1515,1254,167,0,54,2,0,0,30,8,57,1453,5,58,54,0,0,2,0,0,0,1,1,0,57,1,598592,6456,2308,8069,175,625741,0.00242113,0.002094916,0.02586741,0.006692279,0.000866551,0,9.27E-05,9.02E-05,0,0.000247862,0,0
506,506,8/16/2020,WA,67461,17400,2670,19869,2236,758,1164,1238,1021,21105,19869,26487,21105,1781,1178,58,244,137,40,29,20,36,39,244,1498,39,5535262,252333,122649,491685,43505,6724540,0.010032062,0.003143483,0.010581256,0.004547627,0.006180238,0.026755545,0.000264851,0.000212817,0.000229855,0.000278634,0.000326134,0.00066659
507,507,8/16/2020,WI,70246,44612,9532,0,1991,670,0,0,6392,7049,15495,45457,9294,1046,755,214,0,30,11,0,0,19,17,123,902,21,5036923,367021,60100,131828,2505,5686986,0.012352061,0.008856995,0.025971266,0.015103013,0.011148087,0,0.000183929,0.000149893,0.000583073,0.000227569,0.000183028,0
508,508,8/16/2020,WV,8564,6775,647,0,0,0,0,0,743,399,0,0,0,160,58,3,0,0,0,0,0,0,99,0,0,0,1746513,63885,3975,12637,485,1852994,0.00462171,0.003879158,0.010127573,0,0,0,8.63E-05,3.32E-05,4.70E-05,0,0,0
509,509,8/16/2020,WY,3286,1656,33,454,22,412,8,0,150,622,454,2281,622,30,14,0,2,0,13,0,0,0,1,2,27,1,563626,563626,563626,563626,563626,563626,0.005830107,0.002938119,5.85E-05,3.90E-05,0.000730981,1.42E-05,5.32E-05,2.48E-05,0,0,2.31E-05,0
510,510,8/12/2020,AK,4655,1015,120,0,105,520,166,110,92,2527,203,1517,2935,27,11,0,0,2,10,4,0,0,0,0,27,0,483873,24441,106268,38882,7662,710231,0.006554206,0.002097658,0.004909783,0.002700478,0.004893289,0.021665362,3.80E-05,2.27E-05,0,5.14E-05,9.41E-05,0.000522057
511,511,8/12/2020,AL,104786,31308,27226,0,383,0,0,0,5352,40525,6471,47880,50434,1882,958,744,0,4,0,0,0,40,136,55,1543,284,3362877,1259224,32903,55240,5208,4779736,0.021922968,0.009309886,0.021621252,0.006933382,0,0,0.000393746,0.000284875,0.00059084,7.24E-05,0,0
512,512,8/12/2020,AR,51114,25916,10840,0,697,148,2226,0,6275,5012,11338,39073,703,573,336,150,0,8,3,35,0,34,7,51,515,7,2342403,454021,26134,37537,6685,2915918,0.0175293,0.011063852,0.023875548,0.018568346,0.005663121,0.332984293,0.000196508,0.000143442,0.000330381,0.000213123,0.000114793,0.005235602
513,513,8/12/2020,AZ,189443,34756,4700,48359,1628,10421,0,0,4725,84854,48359,56230,84854,4347,1717,135,1259,49,488,0,0,71,628,1259,2460,628,5418483,280905,335278,188456,16112,6392017,0.029637437,0.006414341,0.016731635,0.008638621,0.03108167,0,0.000680067,0.000316878,0.00048059,0.000260008,0.001455509,0
514,514,8/12/2020,CA,586056,64551,16141,222781,20399,883,2197,3198,48781,207125,222781,156150,207125,10648,3075,850,4845,1252,41,48,60,130,347,4845,5456,347,27636403,2486549,622107,5038123,181431,37253956,0.015731376,0.002335724,0.006491326,0.004048929,0.00141937,0.012109287,0.000285822,0.000111266,0.000341839,0.000248505,6.59E-05,0.000264563
515,515,8/12/2020,CO,51756,19009,2551,19822,1086,300,196,693,424,7675,19822,24259,0,1756,1105,117,397,56,12,5,23,7,31,397,1325,31,4450623,214919,78144,144819,8420,5029196,0.010291108,0.004271087,0.011869588,0.007499016,0.003839066,0.02327791,0.000349161,0.00024828,0.000544391,0.00038669,0.000153563,0.000593824
516,516,8/12/2020,CT,50706,17757,6642,9633,721,49,0,168,307,15429,9633,25644,15429,4450,3258,657,390,48,2,0,34,20,41,390,4019,41,2950820,392131,16734,140516,3491,3574097,0.01418708,0.006017649,0.016938217,0.005131088,0.00292817,0,0.00124507,0.0011041,0.00167546,0.000341598,0.000119517,0
517,517,8/12/2020,DC,12959,2554,6438,0,195,29,35,0,3389,319,3306,7799,1854,593,63,439,77,8,0,0,0,6,0,77,516,0,251265,310379,3264,21705,770,601723,0.021536488,0.010164567,0.020742383,0.008984105,0.008884804,0.045454545,0.000985503,0.000250731,0.0014144,0.000368579,0,0
518,518,8/12/2020,DE,15765,5408,4008,3990,215,0,0,0,763,1381,3990,10394,1381,592,364,151,42,1,0,0,0,8,26,42,524,26,645770,196281,5929,29342,690,897934,0.01755697,0.008374499,0.020419704,0.007327381,0,0,0.000659291,0.000563668,0.000769305,3.41E-05,0,0
519,519,8/12/2020,FL,550901,120507,78795,146983,0,0,0,0,31874,172742,146983,191856,212062,8898,4157,1689,2158,0,0,0,0,367,527,2158,5675,1065,14808867,3078067,89119,474199,18790,18801310,0.029301203,0.00813749,0.025598858,0,0,0,0.000473265,0.00028071,0.000548721,0,0,0
520,520,8/12/2020,GA,226153,53585,56869,28548,2819,136,215,0,5983,77998,28548,98613,98992,4456,2069,1960,279,76,4,5,0,18,45,279,4094,83,6144931,2993927,48599,323459,10454,9687653,0.023344457,0.008720196,0.018994785,0.008715169,0.002798411,0.02056629,0.000459967,0.0003367,0.000654659,0.00023496,8.23E-05,0.000478286
521,521,8/12/2020,HI,3958,307,24,0,580,0,756,0,58,2233,0,0,0,38,0,0,0,0,0,0,0,0,38,0,0,0,349051,22473,4960,531633,138292,1360301,0.00290965,0.000879528,0.001067948,0.001090978,0,0.005466694,2.79E-05,0,0,0,0,0
522,522,8/12/2020,IA,49814,34373,3487,0,1992,498,498,0,498,8468,9465,32878,7472,953,766,42,0,24,4,12,0,4,97,62,774,115,2839615,91695,13563,54232,2419,3046355,0.016352001,0.01210481,0.038028246,0.036731081,0.03671754,0.205870194,0.000312833,0.000269755,0.00045804,0.000442543,0.00029492,0.004960728
523,523,8/12/2020,ID,26133,12375,283,0,195,200,73,942,2908,9157,4534,8881,12717,246,234,3,0,2,2,0,0,4,1,28,218,0,1476097,10950,25782,20034,2786,1567582,0.016670898,0.008383595,0.025844749,0.009733453,0.00775735,0.026202441,0.00015693,0.000158526,0.000273973,9.98E-05,7.76E-05,0
524,524,8/12/2020,IL,199893,49781,31955,57734,5040,273,430,0,7313,47367,57734,94792,47367,7881,3452,2084,1583,363,10,9,0,51,329,1583,5969,120,10030587,1903458,73846,604399,7436,12830632,0.015579357,0.00496292,0.016787867,0.008338862,0.003696883,0.057826789,0.000614233,0.000344147,0.001094849,0.000600597,0.000135417,0.001210328
525,525,8/12/2020,IN,76522,37652,8644,0,935,0,0,0,12099,17192,7747,27027,41748,3086,1869,408,0,16,0,0,0,380,413,61,1489,1536,5638833,603797,24487,105535,3532,6483802,0.011802026,0.006677268,0.01431607,0.00885962,0,0,0.000475955,0.000331452,0.000675724,0.000151608,0,0
526,526,8/12/2020,KS,32547,21389,2414,0,1056,213,0,0,1828,5647,10378,15003,7166,395,284,68,0,9,3,0,0,18,13,60,315,20,2501057,173298,33044,69628,2864,2853118,0.01140752,0.008551984,0.013929763,0.015166312,0.006445951,0,0.000138445,0.000113552,0.000392388,0.000129258,9.08E-05,0
527,527,8/12/2020,KY,36945,19188,3015,0,516,102,43,1461,0,12620,3140,20345,13460,790,593,104,0,10,0,0,19,0,64,26,667,97,3864193,342804,12105,50177,3199,4339367,0.008513915,0.00496559,0.008795113,0.010283596,0.00842627,0.013441701,0.000182054,0.00015346,0.00030338,0.000199294,0,0
528,528,8/12/2020,LA,134304,46718,49262,0,6360,343,162,0,11434,20025,0,0,134304,4361,2081,2054,0,28,4,6,0,20,168,109,3946,306,2902875,1462969,33037,71829,2588,4533372,0.02962563,0.0160937,0.033672621,0.088543624,0.010382299,0.0625966,0.000961977,0.000716876,0.001403994,0.000389815,0.000121076,0.002318393
529,529,8/12/2020,MA,122000,38152,11324,24307,2566,0,0,0,6767,38884,24307,58809,38884,8769,6608,724,608,223,0,0,0,551,55,608,8106,55,5524937,504365,29944,359673,5971,6547629,0.018632699,0.006905418,0.022451994,0.007134258,0,0,0.001339263,0.001196032,0.001435468,0.000620008,0,0
530,530,8/12/2020,MD,96384,21428,30803,24200,1771,0,0,0,4290,13892,24200,58292,13892,3612,1533,1478,415,135,0,0,0,37,14,415,3183,14,3541379,1731513,30885,326655,5391,5773552,0.016694056,0.00605075,0.017789644,0.005421622,0,0,0.000625611,0.000432882,0.000853589,0.00041328,0,0
531,531,8/12/2020,ME,4070,2526,893,0,105,7,2,30,122,385,171,3259,640,126,113,4,0,0,0,0,0,0,9,0,107,19,1269764,16269,8771,13783,377,1328361,0.003063926,0.001989346,0.054889667,0.00761808,0.000798085,0.00530504,9.49E-05,8.90E-05,0.000245866,0,0,0
532,532,8/12/2020,MI,98689,42572,24168,0,1855,403,0,6537,5969,17185,7895,64147,26646,6539,3426,2566,0,79,19,0,98,125,226,130,5427,980,7949497,1416067,68396,243062,3442,9883640,0.009985086,0.005355307,0.017066989,0.007631798,0.005892157,0,0.000661598,0.000430971,0.001812061,0.00032502,0.000277794,0
533,533,8/12/2020,MN,62303,28959,12985,0,3752,561,126,1065,6863,7992,11571,40436,10296,1724,1335,166,0,74,32,3,22,28,64,79,1573,72,4623461,280949,67325,217792,2958,5303925,0.011746584,0.00626349,0.046218353,0.017227446,0.008332714,0.042596349,0.000325042,0.000288745,0.000590855,0.000339774,0.000475306,0.001014199
534,534,8/12/2020,MO,62530,28139,11881,0,0,0,0,2501,2501,17508,5627,36892,20009,1323,784,431,0,0,0,0,10,48,48,46,1119,157,5038407,700178,30595,100213,7178,5988927,0.010440935,0.0055849,0.016968542,0,0,0,0.000220908,0.000155605,0.000615558,0,0,0
535,535,8/12/2020,MS,68293,21502,28645,2195,230,1219,0,0,5172,9330,2195,41423,24675,1944,846,939,27,1,80,0,0,24,27,27,1698,219,1789391,1103101,16837,26477,1700,2967297,0.023015222,0.012016379,0.025967704,0.008686785,0.072400071,0,0.000655142,0.000472787,0.000851237,3.78E-05,0.00475144,0
536,536,8/12/2020,MT,5268,2725,25,0,16,633,0,0,41,1828,205,3107,1956,80,35,0,0,0,18,0,0,0,27,0,0,0,891529,4215,63495,6379,734,989415,0.005324358,0.003056547,0.005931198,0.00250823,0.009969289,0,8.09E-05,3.93E-05,0,0,0.000283487,0
537,537,8/12/2020,NC,139061,57667,24702,0,1758,1551,253,0,16553,36577,35904,55162,47995,2249,1242,677,0,30,32,4,0,151,113,219,1809,221,6898296,2088362,147566,215952,10309,9535483,0.01458353,0.008359601,0.011828409,0.008140698,0.010510551,0.024541663,0.000235856,0.000180044,0.000324178,0.00013892,0.000216852,0.00038801
538,538,8/12/2020,ND,7970,0,0,0,0,0,0,0,0,7970,0,0,0,104,0,0,0,0,0,0,0,0,104,0,0,0,609136,8248,36948,7032,334,672591,0.011849698,0,0,0,0,0,0.000154626,0,0,0,0,0
539,539,8/12/2020,NE,29244,17900,1800,0,1400,310,45,0,1700,6089,10300,11900,7044,356,271,25,0,18,10,0,0,12,20,79,233,44,1649264,85971,23418,33322,2061,1826341,0.016012344,0.010853326,0.020937293,0.042014285,0.01323768,0.021834061,0.000194925,0.000164316,0.000290796,0.000540184,0.000427022,0
540,540,8/12/2020,NH,6887,4435,343,806,182,0,0,0,250,871,806,5210,871,420,389,9,11,4,0,0,0,1,6,11,403,6,1248321,16365,3530,28933,532,1316470,0.005231414,0.003552772,0.020959364,0.006290395,0,0,0.000319035,0.000311619,0.000549954,0.00013825,0,0
541,541,8/12/2020,NJ,185938,42359,19606,35220,5828,0,0,0,12953,69972,35220,80746,69972,15885,8455,2815,3138,866,0,0,0,287,324,3138,12423,324,6546498,1282005,49907,746212,7731,8791894,0.021148799,0.006470482,0.015293232,0.007810113,0,0,0.001806778,0.00129153,0.002195779,0.001160528,0,0
542,542,8/12/2020,NM,22816,3132,419,9644,150,7839,0,0,0,1632,9644,11540,1632,695,165,6,132,2,380,0,0,0,10,132,553,10,1720992,49006,208890,31253,3132,2059179,0.011080144,0.001819881,0.008549973,0.004799539,0.037526928,0,0.000337513,9.59E-05,0.000122434,6.40E-05,0.001819139,0
543,543,8/12/2020,NV,58048,11114,3053,13816,2709,180,0,0,6571,20605,13816,23627,20605,996,348,82,132,94,5,0,0,11,324,132,540,324,2106494,231224,42965,203478,19307,2700551,0.021494873,0.005276065,0.013203647,0.013313479,0.004189457,0,0.000368814,0.000165203,0.000354634,0.000461966,0.000116374,0
544,544,8/12/2020,NY,422703,0,0,0,0,0,0,0,0,422703,0,0,0,28386,8683,6388,6728,1698,0,0,0,1837,3052,6728,18606,3052,13901661,3378047,183046,1481555,24000,19378102,0.021813437,0,0,0,0,0,0.001464849,0.000624602,0.001891033,0.001146093,0,0
545,545,8/12/2020,OH,104248,53183,25310,0,2700,138,169,2948,6735,13065,6588,73705,23955,3734,2877,705,0,42,2,1,48,27,32,86,3600,48,9664524,1426861,29674,196693,5336,11536504,0.00903636,0.005502909,0.017738238,0.013726976,0.004650536,0.031671664,0.000323668,0.000297687,0.000494092,0.000213531,6.74E-05,0.000187406
546,546,8/12/2020,OK,45398,24803,3136,0,1897,4095,0,0,1814,9653,8447,23411,13540,627,455,39,0,15,61,0,0,21,36,41,493,93,2851510,284332,335664,67126,5354,3751351,0.012101773,0.008698198,0.01102936,0.028260287,0.0121997,0,0.00016714,0.000159565,0.000137164,0.00022346,0.000181729,0
547,547,8/12/2020,OR,22022,8906,767,0,640,524,456,438,7529,2761,8652,10627,2743,375,249,9,0,17,7,6,4,36,47,47,265,63,3403252,74414,66784,145009,14649,3831074,0.005748258,0.002616909,0.0103072,0.004413519,0.007846191,0.031128405,9.79E-05,7.32E-05,0.000120945,0.000117234,0.000104816,0.000409584
548,548,8/12/2020,PA,121130,41012,16519,0,1727,0,0,0,1429,60443,9751,28765,82614,7385,5243,1545,0,158,0,0,0,351,88,431,6866,88,10663774,1431826,39735,358195,7115,12702379,0.009536009,0.003845918,0.011537016,0.004821396,0,0,0.000581387,0.000491665,0.001079042,0.000441101,0,0
549,549,8/12/2020,RI,20129,5483,1858,6981,0,0,0,0,576,5231,6981,7917,5231,1018,673,52,92,0,0,0,0,14,187,92,739,187,910253,75073,9173,31768,1602,1052567,0.019123723,0.0060236,0.024749244,0,0,0,0.000967159,0.000739355,0.000692659,0,0,0
550,550,8/12/2020,SC,102974,34415,26594,0,782,0,0,0,6257,34142,8403,47059,47510,2144,980,769,0,19,0,0,0,57,336,74,1524,545,3164143,1302865,24665,61247,3957,4625364,0.022262896,0.010876563,0.020411938,0.012767972,0,0,0.000463531,0.000309721,0.000590238,0.000310219,0,0
551,551,8/12/2020,SD,9815,4374,1049,1244,732,1509,0,0,907,0,1244,8571,0,147,86,2,5,5,36,0,0,13,0,5,142,0,706690,10533,72782,7775,517,814180,0.012055074,0.006189418,0.099591759,0.09414791,0.020733148,0,0.00018055,0.000121694,0.000189879,0.000643087,0.000494628,0
552,552,8/12/2020,TN,126393,58694,24484,0,1111,160,85,0,17778,24081,19677,71459,35257,1289,758,419,0,16,4,2,0,74,16,106,1165,18,5056311,1068010,26256,93897,5426,6346105,0.019916626,0.011608068,0.022924879,0.011832114,0.006093845,0.015665315,0.000203117,0.000149912,0.000392318,0.000170399,0.000152346,0.000368596
553,553,8/12/2020,TX,506820,11765,6610,16853,726,0,0,0,186,470680,16853,19287,470680,9034,2878,1149,4739,204,0,0,0,60,4,4739,4291,4,20389793,3070440,251209,1000473,31242,25145561,0.020155446,0.000577004,0.002152786,0.000725657,0,0,0.000359268,0.000141149,0.000374213,0.000203904,0,0
554,554,8/12/2020,UT,45090,18275,1072,17004,998,967,1911,0,5443,4953,17004,23133,4953,351,179,6,79,20,29,19,0,26,17,79,255,17,2547329,33864,40729,57800,26049,2763885,0.016313993,0.007174181,0.031656036,0.017266436,0.023742297,0.073361741,0.000126995,7.03E-05,0.000177179,0.000346021,0.000712023,0.000729395
555,555,8/12/2020,VA,102521,24353,19207,27799,2994,115,0,507,2457,25089,27799,49633,25089,2352,1277,578,254,126,2,0,2,35,78,254,2020,78,5725432,1579414,41525,449149,8201,8001024,0.012813485,0.004253478,0.012160839,0.006665939,0.002769416,0,0.000293962,0.00022304,0.000365959,0.000280531,4.82E-05,0
556,556,8/12/2020,VT,1478,1221,166,0,54,2,0,0,28,7,54,1420,4,58,54,0,0,2,0,0,0,1,1,0,57,1,598592,6456,2308,8069,175,625741,0.002362,0.002039787,0.025712515,0.006692279,0.000866551,0,9.27E-05,9.02E-05,0,0.000247862,0,0
557,557,8/12/2020,WA,64702,15901,2469,18357,2101,711,1121,1075,946,22021,18357,24324,22021,1724,1139,58,232,134,39,28,20,35,39,232,1453,39,5535262,252333,122649,491685,43505,6724540,0.009621773,0.002872673,0.009784689,0.004273061,0.005797031,0.025767153,0.000256374,0.000205772,0.000229855,0.000272532,0.000317981,0.000643604
558,558,8/12/2020,WI,66654,41967,9266,0,1933,640,0,0,6162,6686,15061,42969,8624,1018,728,214,0,30,11,0,0,19,16,120,876,22,5036923,367021,60100,131828,2505,5686986,0.011720444,0.008331872,0.025246512,0.014663046,0.010648918,0,0.000179005,0.000144533,0.000583073,0.000227569,0.000183028,0
559,559,8/12/2020,WV,8008,6304,600,0,0,0,0,0,726,378,0,0,0,153,58,3,0,0,0,0,0,0,92,0,0,0,1746513,63885,3975,12637,485,1852994,0.004321655,0.003609478,0.009391876,0,0,0,8.26E-05,3.32E-05,4.70E-05,0,0,0
560,560,8/12/2020,WY,3086,1567,33,434,20,410,7,0,145,603,434,2182,603,29,13,0,2,0,13,0,0,0,1,2,26,1,529110,5135,14457,4649,521,563626,0.005475262,0.002961577,0.006426485,0.004302,0.028359964,0.013435701,5.15E-05,2.46E-05,0,0,0.000899218,0
561,561,8/9/2020,AK,4473,988,117,0,103,488,149,107,91,2430,198,1461,2814,26,11,0,0,2,9,4,0,0,0,0,26,0,483873,24441,106268,38882,7662,710231,0.006297951,0.002041858,0.004787038,0.002649041,0.004592163,0.01944662,3.66E-05,2.27E-05,0,5.14E-05,8.47E-05,0.000522057
562,562,8/9/2020,AL,101334,30405,26613,0,371,0,0,0,5209,38734,6401,46600,48332,1768,897,709,0,4,0,0,0,36,122,52,1454,261,3362877,1259224,32903,55240,5208,4779736,0.021200753,0.009041365,0.021134445,0.006716148,0,0,0.000369895,0.000266736,0.000563045,7.24E-05,0,0
563,563,8/9/2020,AR,49383,25178,10569,0,686,143,2220,0,6351,4236,11081,38302,0,544,319,147,0,8,2,35,0,33,0,48,496,0,2342403,454021,26134,37537,6685,2915918,0.016935661,0.010748791,0.023278659,0.018275302,0.005471799,0.332086761,0.000186562,0.000136185,0.000323774,0.000213123,7.65E-05,0.005235602
564,564,8/9/2020,AZ,186923,33934,4539,47028,1599,10289,0,0,4593,84941,47028,54954,84941,4150,1631,127,1189,49,481,0,0,70,603,1189,2358,603,5418483,280905,335278,188456,16112,6392017,0.029243195,0.006262638,0.016158488,0.008484739,0.030687966,0,0.000649247,0.000301007,0.00045211,0.000260008,0.00143463,0
565,565,8/9/2020,CA,554160,61932,15502,213410,19659,842,2097,3046,47023,190649,213410,150101,190649,10293,2988,830,4692,1226,39,48,57,124,289,4692,5312,289,27636403,2486549,622107,5038123,181431,37253956,0.014875199,0.002240957,0.006234343,0.003902048,0.001353465,0.011558113,0.000276293,0.000108118,0.000333796,0.000243345,6.27E-05,0.000264563
566,566,8/9/2020,CO,50660,17378,2349,18193,1004,269,179,634,383,10265,18193,22196,10265,1763,1110,117,397,57,12,5,23,7,30,397,1331,30,4450623,214919,78144,144819,8420,5029196,0.010073181,0.003904622,0.010929699,0.006932792,0.003442363,0.021258907,0.000350553,0.000249403,0.000544391,0.000393595,0.000153563,0.000593824
567,567,8/9/2020,CT,50320,17712,6575,9538,716,48,0,158,311,15262,9538,25520,15262,4441,3256,656,384,48,2,0,34,20,41,384,4016,41,2950820,392131,16734,140516,3491,3574097,0.014079081,0.006002399,0.016767356,0.005095505,0.002868412,0,0.001242552,0.001103422,0.00167291,0.000341598,0.000119517,0
568,568,8/9/2020,DC,12753,2512,6283,0,189,29,33,0,3322,385,3265,7629,1859,591,63,437,77,8,0,0,0,6,0,77,514,0,251265,310379,3264,21705,770,601723,0.021194138,0.009997413,0.020242993,0.008707671,0.008884804,0.042857143,0.00098218,0.000250731,0.001407956,0.000368579,0,0
569,569,8/9/2020,DE,15575,5337,3961,3941,211,0,0,0,759,1366,3941,10268,1366,591,364,150,42,1,0,0,0,8,26,42,523,26,645770,196281,5929,29342,690,897934,0.017345373,0.008264552,0.020180252,0.007191057,0,0,0.000658178,0.000563668,0.00076421,3.41E-05,0,0
570,570,8/9/2020,FL,532806,115548,75929,140521,0,0,0,0,30473,170335,140521,183156,209129,8315,3848,1585,2044,0,0,0,0,342,496,2044,5293,978,14808867,3078067,89119,474199,18790,18801310,0.02833877,0.007802623,0.024667754,0,0,0,0.000442256,0.000259844,0.000514934,0,0,0
