,Unnamed: 0,Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Pop_White,Pop_Black,Pop_AIAN,Pop_Asian,Pop_NHPI,Pop_Total,Cases_TotalN,Cases_WhiteN,Cases_BlackN,Cases_AsianN,Cases_AIANN,Cases_NHPIN,Deaths_TotalN,Deaths_WhiteN,Deaths_BlackN,Deaths_AsianN,Deaths_AIANN,Deaths_NHPIN
1713,1713,5/24/2020,NH,4149,1981,150,233,80,0,0,0,253,1452,233,2464,1452,209,88,0,4,0,0,0,0,10,107,4,98,107,1248321,16365,3530,28933,532,1316470,0.00315161,0.001586932,0.009165903,0.002765009,0,0,0.000158758,7.05E-05,0,0,0,0
1714,1714,5/24/2020,NJ,154154,29952,14600,25130,4216,0,0,0,9566,70690,25130,58334,70690,11133,5749,1992,2078,581,0,0,0,366,734,2078,8688,734,6546498,1282005,49907,746212,7731,8791894,0.017533651,0.004575271,0.011388411,0.005649869,0,0,0.00126628,0.000878179,0.001553816,0.000778599,0,0
1715,1715,5/24/2020,NM,6943,825,181,1592,45,4015,0,0,0,285,1592,5066,285,317,0,0,0,0,0,0,0,0,317,0,0,0,1720992,49006,208890,31253,3132,2059179,0.003371732,0.000479375,0.003693425,0.001439862,0.019220642,0,0.000153945,0,0,0,0,0
1716,1716,5/24/2020,NV,7770,1865,607,2008,602,37,0,0,0,2651,2008,3111,2651,394,180,51,61,60,1,0,0,0,41,61,292,41,2106494,231224,42965,203478,19307,2700551,0.002877191,0.000885357,0.00262516,0.002958551,0.000861166,0,0.000145896,8.55E-05,0.000220565,0.000294872,2.33E-05,0
1717,1717,5/24/2020,NY,361515,0,0,0,0,0,0,0,0,361515,0,0,0,23391,7532,5585,5768,1526,0,0,0,1742,1238,5768,16385,1238,13901661,3378047,183046,1481555,24000,19378102,0.018655852,0,0,0,0,0,0.001207084,0.000541806,0.001653322,0.001029999,0,0
1718,1718,5/24/2020,OH,31911,16386,8093,0,720,26,88,1126,2054,3418,2117,21335,8459,1969,1522,344,0,16,0,0,25,16,45,31,1855,83,9664524,1426861,29674,196693,5336,11536504,0.002766089,0.001695479,0.005671891,0.003660527,0.000876188,0.016491754,0.000170676,0.000157483,0.000241089,8.13E-05,0,0
1719,1719,5/24/2020,OK,6037,3921,564,0,155,370,0,0,240,787,1111,3908,1018,311,240,26,0,2,21,0,0,7,15,7,273,31,2851510,284332,335664,67126,5354,3751351,0.001609287,0.001375061,0.001983597,0.00230909,0.001102293,0,8.29E-05,8.42E-05,9.14E-05,2.98E-05,6.26E-05,0
1720,1720,5/24/2020,OR,3927,1842,86,0,135,67,47,70,1023,657,1162,2103,662,148,100,6,0,7,3,1,2,9,20,12,108,28,3403252,74414,66784,145009,14649,3831074,0.001025039,0.000541247,0.001155697,0.000930977,0.001003234,0.00320841,3.86E-05,2.94E-05,8.06E-05,4.83E-05,4.49E-05,6.83E-05
1721,1721,5/24/2020,PA,67713,18069,8136,0,914,0,0,0,380,40214,0,0,0,5124,3615,1010,0,125,0,0,0,234,140,268,4716,140,10663774,1431826,39735,358195,7115,12702379,0.005330734,0.001694428,0.005682255,0.002551683,0,0,0.000403389,0.000338998,0.000705393,0.000348972,0,0
1722,1722,5/24/2020,RI,14065,3153,1078,3568,0,0,0,248,331,5687,3568,4810,5687,608,454,27,54,0,0,0,0,5,68,54,486,68,910253,75073,9173,31768,1602,1052567,0.01336257,0.003463872,0.014359357,0,0,0,0.000577635,0.000498762,0.00035965,0,0,0
1723,1723,5/24/2020,SC,10096,3685,3948,0,87,0,0,0,438,1935,778,6401,2829,435,215,162,0,4,0,0,0,4,49,7,341,89,3164143,1302865,24665,61247,3957,4625364,0.002182747,0.001164612,0.003030245,0.001420478,0,0,9.40E-05,6.79E-05,0.000124341,6.53E-05,0,0
1724,1724,5/24/2020,SD,4563,1380,889,782,522,396,0,0,594,0,782,3781,0,50,0,0,0,0,0,0,0,0,50,0,0,0,706690,10533,72782,7775,517,814180,0.005604412,0.001952766,0.084401405,0.067138264,0.005440906,0,6.14E-05,0,0,0,0,0
1725,1725,5/24/2020,TN,20145,8040,4139,0,387,0,0,0,2002,5577,3578,10011,6556,336,195,112,0,7,0,0,0,13,9,20,300,16,5056311,1068010,26256,93897,5426,6346105,0.003174388,0.001590092,0.003875432,0.004121537,0,0,5.29E-05,3.86E-05,0.000104868,7.45E-05,0,0
1726,1726,5/24/2020,TX,55348,4040,2266,5806,493,0,0,0,96,42647,5806,6895,42647,1519,180,67,121,6,0,0,0,2,1143,121,255,1143,20389793,3070440,251209,1000473,31242,25145561,0.002201104,0.000198138,0.000738005,0.000492767,0,0,6.04E-05,8.83E-06,2.18E-05,6.00E-06,0,0
1727,1727,5/24/2020,UT,8392,3244,272,0,202,300,314,0,947,783,3221,4388,783,97,0,0,0,0,0,0,0,0,97,0,0,0,2547329,33864,40729,57800,26049,2763885,0.003036306,0.001273491,0.008032129,0.00349481,0.007365759,0.012054206,3.51E-05,0,0,0,0,0
1728,1728,5/24/2020,VA,36244,11686,5409,0,0,0,0,0,7894,11255,11371,12677,12196,1171,637,241,0,0,0,0,0,135,158,93,840,238,5725432,1579414,41525,449149,8201,8001024,0.00452992,0.002041069,0.003424688,0,0,0,0.000146356,0.000111258,0.000152588,0,0,0
1729,1729,5/24/2020,VT,956,875,27,0,11,1,0,0,12,30,26,828,102,54,50,0,0,2,0,0,0,2,0,0,54,0,598592,6456,2308,8069,175,625741,0.001527789,0.001461764,0.004182156,0.001363242,0.000433276,0,8.63E-05,8.35E-05,0,0.000247862,0,0
1730,1730,5/24/2020,WA,19828,5678,940,5145,1071,182,305,244,260,6003,5145,8680,6003,1061,686,31,87,91,8,7,13,20,118,87,856,118,5535262,252333,122649,491685,43505,6724540,0.002948603,0.001025787,0.003725236,0.002178224,0.001483909,0.007010688,0.00015778,0.000123933,0.000122854,0.000185078,6.52E-05,0.000160901
1731,1731,5/24/2020,WI,15277,8043,3024,0,577,173,0,0,1875,1585,5001,8605,1671,510,339,139,0,13,8,0,0,2,9,45,457,8,5036923,367021,60100,131828,2505,5686986,0.002686309,0.001596808,0.008239311,0.004376915,0.002878536,0,8.97E-05,6.73E-05,0.000378725,9.86E-05,0.000133111,0
1732,1732,5/24/2020,WV,1771,1420,124,0,0,0,0,0,227,0,0,0,0,72,58,3,0,0,0,0,0,0,11,0,0,0,1746513,63885,3975,12637,485,1852994,0.000955751,0.000813049,0.001940988,0,0,0,3.89E-05,3.32E-05,4.70E-05,0,0,0
1733,1733,5/24/2020,WY,638,306,8,74,5,202,0,0,17,52,74,538,52,12,0,0,0,0,0,0,0,0,12,0,0,0,529110,5135,14457,4649,521,563626,0.001131956,0.00057833,0.001557936,0.0010755,0.01397247,0,2.13E-05,0,0,0,0,0
1734,1734,5/20/2020,AK,402,261,9,0,46,31,14,14,12,15,38,344,20,10,0,0,0,0,0,0,0,0,10,0,0,10,483873,24441,106268,38882,7662,710231,0.000566013,0.000539398,0.000368234,0.001183067,0.000291715,0.001827199,1.41E-05,0,0,0,0,0
1735,1735,5/20/2020,AL,13052,5416,5248,0,75,0,0,0,529,1781,1091,9479,2481,522,267,226,0,3,0,0,0,7,19,12,447,63,3362877,1259224,32903,55240,5208,4779736,0.002730695,0.001610526,0.004167646,0.001357712,0,0,0.000109211,7.94E-05,0.000179476,5.43E-05,0,0
1736,1736,5/20/2020,AR,5003,2478,1883,0,59,18,116,0,205,244,324,4679,244,107,59,41,0,0,0,2,0,5,0,3,104,0,2342403,454021,26134,37537,6685,2915918,0.001715755,0.001057888,0.004147385,0.001571783,0.000688758,0.017352281,3.67E-05,2.52E-05,9.03E-05,0,0,0.000299177
1737,1737,5/20/2020,AZ,14897,3226,481,2797,164,1774,0,0,313,6142,2797,5958,6142,747,306,23,118,9,124,0,0,11,156,118,473,156,5418483,280905,335278,188456,16112,6392017,0.002330563,0.00059537,0.001712323,0.00087023,0.005291132,0,0.000116865,5.65E-05,8.19E-05,4.78E-05,0.000369842,0
1738,1738,5/20/2020,CA,84057,13185,3418,31432,6119,113,547,517,3015,25711,31432,26914,25711,3374,1125,335,1235,496,14,27,23,38,81,1235,2058,81,27636403,2486549,622107,5038123,181431,37253956,0.002256324,0.000477088,0.001374596,0.00121454,0.000181641,0.00301492,9.06E-05,4.07E-05,0.000134725,9.84E-05,2.25E-05,0.000148817
1739,1739,5/20/2020,CO,22797,8147,1395,8143,629,102,91,164,207,3914,8143,10735,3914,1299,832,91,244,51,8,4,10,7,50,244,1003,50,4450623,214919,78144,144819,8420,5029196,0.004532931,0.00183053,0.006490817,0.004343353,0.001305283,0.010807601,0.000258292,0.00018694,0.000423415,0.000352164,0.000102375,0.000475059
1740,1740,5/20/2020,CT,39017,12455,4904,6847,563,0,0,0,198,13944,6847,12455,13944,3529,2560,519,305,35,0,0,0,15,81,305,2560,81,2950820,392131,16734,140516,3491,3574097,0.010916604,0.004220861,0.012506025,0.004006661,0,0,0.000987382,0.000867555,0.001323537,0.000249082,0,0
1741,1741,5/20/2020,DC,7551,1158,3521,0,97,20,16,0,1747,992,1812,4218,1521,407,44,313,41,7,0,0,0,2,0,41,366,0,251265,310379,3264,21705,770,601723,0.012548964,0.00460868,0.011344195,0.004469016,0.006127451,0.020779221,0.000676391,0.000175114,0.001008445,0.000322506,0,0
1742,1742,5/20/2020,DE,8194,2318,2207,2265,120,0,0,0,425,859,2265,5070,859,310,188,76,22,1,0,0,0,3,20,22,268,20,645770,196281,5929,29342,690,897934,0.009125392,0.003589513,0.011244084,0.004089701,0,0,0.000345237,0.000291125,0.0003872,3.41E-05,0,0
1743,1743,5/20/2020,FL,47471,13292,9026,15924,0,0,0,0,1864,7365,15924,22484,9063,2096,1051,438,460,0,0,0,0,74,73,460,1479,157,14808867,3078067,89119,474199,18790,18801310,0.002524877,0.00089757,0.00293236,0,0,0,0.000111482,7.10E-05,0.000142297,0,0,0
1744,1744,5/20/2020,GA,39801,10086,13574,4410,568,33,21,0,858,10251,4410,20540,14851,1697,741,825,62,28,3,2,0,7,29,62,1583,52,6144931,2993927,48599,323459,10454,9687653,0.004108425,0.001641353,0.004533845,0.001756019,0.000679026,0.0020088,0.000175171,0.000120587,0.000275558,8.66E-05,6.17E-05,0.000191314
1745,1745,5/20/2020,HI,643,154,5,0,172,0,89,166,5,52,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,349051,22473,4960,531633,138292,1360301,0.00047269,0.000441196,0.000222489,0.000323531,0,0.000643566,1.25E-05,0,0,0,0,0
1746,1746,5/20/2020,IA,15824,9020,1899,0,1582,0,0,0,3323,0,4114,9179,2532,395,304,19,0,11,3,7,0,0,47,19,319,55,2839615,91695,13563,54232,2419,3046355,0.005194404,0.003176487,0.020709962,0.029170969,0,0,0.000129663,0.000107057,0.000207209,0.000202832,0.00022119,0.002893758
1747,1747,5/20/2020,ID,2506,1362,34,0,44,24,3,80,262,695,447,1269,789,77,73,1,0,2,0,0,0,0,1,4,72,1,1476097,10950,25782,20034,2786,1567582,0.00159864,0.000922704,0.003105023,0.002196266,0.000930882,0.001076813,4.91E-05,4.95E-05,9.13E-05,9.98E-05,0,0
1748,1748,5/20/2020,IL,100418,20251,17512,30555,3003,173,261,0,3801,24862,30555,45001,24862,4525,1928,1394,828,215,9,3,0,38,38,828,3587,110,10030587,1903458,73846,604399,7436,12830632,0.007826427,0.002018925,0.009200098,0.004968572,0.002342713,0.035099516,0.000352672,0.000192212,0.000732351,0.000355725,0.000121875,0.000403443
1749,1749,5/20/2020,IN,29274,13524,4186,0,439,0,0,0,5064,6088,3220,10392,15661,1716,1127,262,0,6,0,0,0,202,116,27,955,732,5638833,603797,24487,105535,3532,6483802,0.004514944,0.002398369,0.006932794,0.004159757,0,0,0.00026466,0.000199864,0.000433921,5.69E-05,0,0
1750,1750,5/20/2020,KS,8539,5108,890,0,531,29,0,0,198,1783,3496,3397,1646,178,115,56,0,1,1,0,0,1,4,14,154,10,2501057,173298,33044,69628,2864,2853118,0.002992866,0.002042337,0.005135662,0.007626242,0.000877618,0,6.24E-05,4.60E-05,0.000323143,1.44E-05,3.03E-05,0
1751,1751,5/20/2020,KY,8167,4398,876,0,347,5,5,309,0,2227,793,4901,2473,376,260,63,0,7,0,0,4,0,42,7,309,60,3864193,342804,12105,50177,3199,4339367,0.001882072,0.001138142,0.002555396,0.006915519,0.000413052,0.001562988,8.66E-05,6.73E-05,0.000183778,0.000139506,0,0
1752,1752,5/20/2020,LA,35316,0,0,0,0,0,0,0,0,35316,0,0,0,2608,1092,1418,0,21,2,2,0,19,54,47,2142,419,2902875,1462969,33037,71829,2588,4533372,0.007790228,0,0,0,0,0,0.000575289,0.000376179,0.000969262,0.000292361,6.05E-05,0.000772798
1753,1753,5/20/2020,MA,88970,22687,7740,15480,1601,0,0,0,3825,37456,15480,35853,37456,6066,2462,309,370,103,0,0,0,194,2620,370,3068,2620,5524937,504365,29944,359673,5971,6547629,0.013588125,0.004106291,0.015346029,0.004451265,0,0,0.000926442,0.000445616,0.000612652,0.000286371,0,0
1754,1754,5/20/2020,MD,42323,8566,12919,10153,823,0,0,0,2106,7756,10153,24414,7756,2123,896,876,171,77,0,0,0,26,77,171,1875,77,3541379,1731513,30885,326655,5391,5773552,0.007330496,0.002418832,0.007461105,0.002519478,0,0,0.000367711,0.000253009,0.000505916,0.000235723,0,0
1755,1755,5/20/2020,ME,1819,1145,235,0,28,3,0,4,42,362,54,1212,553,73,0,0,0,0,0,0,0,0,73,0,0,0,1269764,16269,8771,13783,377,1328361,0.001369357,0.000901742,0.014444649,0.002031488,0.000342036,0,5.50E-05,0,0,0,0,0
1756,1756,5/20/2020,MI,53009,19083,16432,0,1060,265,0,4240,2650,9541,3180,32865,16962,5060,2580,2024,0,50,25,0,101,101,202,101,4098,860,7949497,1416067,68396,243062,3442,9883640,0.005363307,0.002400529,0.011603971,0.004361027,0.003874496,0,0.000511957,0.000324549,0.001429311,0.000205709,0.000365518,0
1757,1757,5/20/2020,MN,17670,5968,3909,0,753,128,22,314,1787,4789,2821,9425,5424,777,493,41,0,17,10,0,4,2,210,17,516,244,4623461,280949,67325,217792,2958,5303925,0.003331495,0.001290808,0.013913557,0.003457427,0.001901225,0.007437458,0.000146495,0.00010663,0.000145934,7.81E-05,0.000148533,0
1758,1758,5/20/2020,MO,11080,4653,3656,0,0,0,0,221,554,1994,775,7423,2880,616,344,234,0,0,0,0,12,18,18,12,517,86,5038407,700178,30595,100213,7178,5988927,0.001850081,0.000923506,0.005221529,0,0,0,0.000102856,6.83E-05,0.000334201,0,0,0
1759,1759,5/20/2020,MS,11967,3647,6472,655,46,420,0,0,257,470,655,9551,1761,570,249,296,8,0,16,0,0,1,0,8,546,16,1789391,1103101,16837,26477,1700,2967297,0.004032963,0.002038124,0.005867096,0.001737357,0.024945061,0,0.000192094,0.000139153,0.000268334,0,0.000950288,0
1760,1760,5/20/2020,MT,478,429,2,0,1,29,0,0,5,12,18,440,20,16,12,0,0,0,4,0,0,0,0,0,0,0,891529,4215,63495,6379,734,989415,0.000483114,0.000481196,0.000474496,0.000156764,0.000456729,0,1.62E-05,1.35E-05,0,0,6.30E-05,0
1761,1761,5/20/2020,NC,20122,8074,4870,0,415,153,50,0,1521,5039,4539,9454,6129,702,394,238,0,7,1,1,0,26,35,29,557,116,6898296,2088362,147566,215952,10309,9535483,0.002110223,0.001170434,0.002331971,0.001921723,0.001036824,0.004850131,7.36E-05,5.71E-05,0.000113965,3.24E-05,6.78E-06,9.70E-05
1762,1762,5/20/2020,ND,2095,0,0,0,0,0,0,0,0,2095,0,0,0,49,0,0,0,0,0,0,0,0,49,0,0,0,609136,8248,36948,7032,334,672591,0.00311482,0,0,0,0,0,7.29E-05,0,0,0,0,0
1763,1763,5/20/2020,NE,11122,0,0,0,0,0,0,0,0,11122,0,0,0,138,0,0,0,0,0,0,0,0,138,0,0,0,1649264,85971,23418,33322,2061,1826341,0.006089772,0,0,0,0,0,7.56E-05,0,0,0,0,0
1764,1764,5/20/2020,NH,3868,1685,131,193,70,0,0,0,206,1583,193,2092,1583,190,73,0,3,0,0,0,0,3,111,3,76,111,1248321,16365,3530,28933,532,1316470,0.00293816,0.001349813,0.008004888,0.002419383,0,0,0.000144325,5.85E-05,0,0,0,0
1765,1765,5/20/2020,NJ,150399,28389,13871,23703,3925,0,0,0,8779,71732,23703,54964,71732,10747,5511,1906,1978,567,0,0,0,350,691,1978,8334,691,6546498,1282005,49907,746212,7731,8791894,0.017106553,0.004336517,0.010819771,0.005259899,0,0,0.001222376,0.000841824,0.001486734,0.000759838,0,0
1766,1766,5/20/2020,NM,6317,784,169,1389,43,3679,0,0,0,253,1389,4675,253,283,0,0,0,0,0,0,0,0,283,0,0,0,1720992,49006,208890,31253,3132,2059179,0.003067727,0.000455551,0.003448557,0.001375868,0.01761214,0,0.000137433,0,0,0,0,0
1767,1767,5/20/2020,NV,7166,1649,532,1445,498,34,0,0,0,3008,1445,2713,3008,378,156,46,49,57,1,0,0,0,69,49,260,69,2106494,231224,42965,203478,19307,2700551,0.002653533,0.000782817,0.002300799,0.002447439,0.000791342,0,0.000139971,7.41E-05,0.000198941,0.000280129,2.33E-05,0
1768,1768,5/20/2020,NY,354370,0,0,0,0,0,0,0,0,354370,0,0,0,23836,7373,5453,5607,1486,0,0,0,1793,2124,5607,16105,2124,13901661,3378047,183046,1481555,24000,19378102,0.018287137,0,0,0,0,0,0.001230048,0.000530368,0.001614246,0.001003,0,0
1769,1769,5/20/2020,OH,29436,15052,7502,0,603,21,81,1018,1903,3256,1887,19425,8124,1781,1398,304,0,12,0,0,19,12,36,26,1693,62,9664524,1426861,29674,196693,5336,11536504,0.002551553,0.001557449,0.005257695,0.003065691,0.00070769,0.01517991,0.00015438,0.000144653,0.000213055,6.10E-05,0,0
1770,1770,5/20/2020,OK,5532,3654,482,0,144,341,0,0,217,694,1017,3735,780,299,230,24,0,2,21,0,0,7,15,6,264,29,2851510,284332,335664,67126,5354,3751351,0.001474669,0.001281426,0.001695201,0.002145219,0.001015897,0,7.97E-05,8.07E-05,8.44E-05,2.98E-05,6.26E-05,0
1771,1771,5/20/2020,OR,3801,1842,86,0,135,67,47,70,1023,531,1162,2103,536,144,100,6,0,7,3,1,2,9,16,12,108,24,3403252,74414,66784,145009,14649,3831074,0.00099215,0.000541247,0.001155697,0.000930977,0.001003234,0.00320841,3.76E-05,2.94E-05,8.06E-05,4.83E-05,4.49E-05,6.83E-05
1772,1772,5/20/2020,PA,64412,16731,7652,0,835,0,0,0,349,38845,0,0,0,4767,3263,904,0,118,0,0,0,208,274,242,4251,274,10663774,1431826,39735,358195,7115,12702379,0.005070861,0.001568957,0.005344225,0.002331132,0,0,0.000375284,0.000305989,0.000631362,0.00032943,0,0
1773,1773,5/20/2020,RI,13356,2994,1024,3388,0,0,0,236,315,5399,3388,4569,5399,538,397,29,53,0,0,0,0,4,55,53,430,55,910253,75073,9173,31768,1602,1052567,0.012688978,0.003289195,0.013640057,0,0,0,0.000511131,0.000436142,0.000386291,0,0,0
1774,1774,5/20/2020,SC,9175,3544,3709,0,82,0,0,0,412,1425,730,6089,2355,407,208,154,0,3,0,0,0,3,40,7,322,76,3164143,1302865,24665,61247,3957,4625364,0.001983628,0.001120051,0.002846803,0.001338841,0,0,8.80E-05,6.57E-05,0.000118201,4.90E-05,0,0
1775,1775,5/20/2020,SD,4177,1247,868,729,488,310,0,0,535,0,729,3448,0,46,0,0,0,0,0,0,0,0,46,0,0,0,706690,10533,72782,7775,517,814180,0.005130315,0.001764564,0.082407671,0.062765273,0.004259295,0,5.65E-05,0,0,0,0,0
1776,1776,5/20/2020,TN,18532,7386,3866,0,375,0,0,0,1718,5187,2933,9111,6488,309,180,105,0,7,0,0,0,11,6,15,281,13,5056311,1068010,26256,93897,5426,6346105,0.002920216,0.001460749,0.003619816,0.003993738,0,0,4.87E-05,3.56E-05,9.83E-05,7.45E-05,0,0
1777,1777,5/20/2020,TX,51323,3967,2186,5702,491,0,0,0,96,38881,5702,6740,38881,1419,180,67,120,6,0,0,0,2,1044,120,255,1044,20389793,3070440,251209,1000473,31242,25145561,0.002041036,0.000194558,0.00071195,0.000490768,0,0,5.64E-05,8.83E-06,2.18E-05,6.00E-06,0,0
1778,1778,5/20/2020,UT,7710,2989,254,0,186,281,272,0,840,759,2917,4034,759,90,0,0,0,0,0,0,0,0,90,0,0,0,2547329,33864,40729,57800,26049,2763885,0.002789552,0.001173386,0.007500591,0.003217993,0.006899261,0.01044186,3.26E-05,0,0,0,0,0
1779,1779,5/20/2020,VA,32908,10764,5082,0,0,0,0,0,6998,10064,10147,11771,10990,1074,584,226,0,0,0,0,0,127,137,87,770,217,5725432,1579414,41525,449149,8201,8001024,0.004112974,0.001880033,0.003217649,0,0,0,0.000134233,0.000102001,0.000143091,0,0,0
1780,1780,5/20/2020,VT,944,860,27,0,11,1,0,0,12,33,25,813,106,54,49,0,0,2,0,0,0,3,0,0,53,1,598592,6456,2308,8069,175,625741,0.001508611,0.001436705,0.004182156,0.001363242,0.000433276,0,8.63E-05,8.19E-05,0,0.000247862,0,0
1781,1781,5/20/2020,WA,18971,5535,890,4719,1031,172,268,234,247,5875,4719,8377,5875,1037,667,30,85,89,8,7,13,19,119,85,833,119,5535262,252333,122649,491685,43505,6724540,0.00282116,0.000999953,0.003527085,0.002096871,0.001402376,0.006160211,0.000154211,0.0001205,0.000118891,0.00018101,6.52E-05,0.000160901
1782,1782,5/20/2020,WI,13413,7136,2684,0,504,151,0,0,1497,1441,4193,7688,1532,481,316,136,0,12,6,0,0,4,7,42,431,8,5036923,367021,60100,131828,2505,5686986,0.002358543,0.001416738,0.007312933,0.003823164,0.002512479,0,8.46E-05,6.27E-05,0.000370551,9.10E-05,9.98E-05,0
1783,1783,5/20/2020,WV,1567,1276,113,0,0,0,0,0,179,0,0,0,0,69,58,3,0,0,0,0,0,0,8,0,0,0,1746513,63885,3975,12637,485,1852994,0.000845658,0.000730599,0.001768803,0,0,0,3.72E-05,3.32E-05,4.70E-05,0,0,0
1784,1784,5/20/2020,WY,596,289,7,73,4,194,0,0,17,53,73,511,53,11,0,0,0,0,0,0,0,0,11,0,0,0,529110,5135,14457,4649,521,563626,0.001057439,0.0005462,0.001363194,0.0008604,0.013419105,0,1.95E-05,0,0,0,0,0
1785,1785,5/17/2020,AK,396,257,9,0,45,29,13,15,12,16,38,336,22,10,0,0,0,0,0,0,0,0,0,0,0,10,483873,24441,106268,38882,7662,710231,0.000557565,0.000531131,0.000368234,0.001157348,0.000272895,0.001696685,1.41E-05,0,0,0,0,0
1786,1786,5/17/2020,AL,11771,4975,4607,0,70,0,0,0,456,1662,981,8541,2268,488,246,215,0,3,0,0,0,6,18,11,418,59,3362877,1259224,32903,55240,5208,4779736,0.002462688,0.001479388,0.003658602,0.001267198,0,0,0.000102098,7.32E-05,0.00017074,5.43E-05,0,0
1787,1787,5/17/2020,AR,4759,2354,1781,0,55,13,91,32,184,249,268,4510,249,98,49,33,0,0,0,1,0,5,0,3,85,10,2342403,454021,26134,37537,6685,2915918,0.001632076,0.001004951,0.003922726,0.001465221,0.000497436,0.013612565,3.36E-05,2.09E-05,7.27E-05,0,0,0.000149589
1788,1788,5/17/2020,AZ,13937,3044,437,2541,150,1640,0,0,282,5843,2541,5553,5843,680,287,22,106,8,116,0,0,11,130,106,444,130,5418483,280905,335278,188456,16112,6392017,0.002180376,0.000561781,0.001555686,0.000795942,0.004891463,0,0.000106383,5.30E-05,7.83E-05,4.25E-05,0.000345982,0
1789,1789,5/17/2020,CA,78839,12452,3221,29208,5804,104,526,490,2824,24210,29208,25421,24210,3261,1039,311,1137,468,14,28,20,40,204,1137,1920,204,27636403,2486549,622107,5038123,181431,37253956,0.002116258,0.000450565,0.00129537,0.001152016,0.000167174,0.002899174,8.75E-05,3.76E-05,0.000125073,9.29E-05,2.25E-05,0.000154329
1790,1790,5/17/2020,CO,21938,7928,1353,7711,603,96,87,168,206,3782,7711,10441,3782,1215,781,82,230,47,7,4,11,7,42,230,939,42,4450623,214919,78144,144819,8420,5029196,0.004362129,0.001781324,0.006295395,0.004163818,0.001228501,0.010332542,0.000241589,0.000175481,0.000381539,0.000324543,8.96E-05,0.000475059
1791,1791,5/17/2020,CT,37419,12051,4712,6558,550,0,0,0,192,13254,6558,12051,13254,3408,2482,499,286,34,0,0,0,15,78,286,2482,78,2950820,392131,16734,140516,3491,3574097,0.010469498,0.00408395,0.012016392,0.003914145,0,0,0.000953528,0.000841122,0.001272534,0.000241965,0,0
1792,1792,5/17/2020,DC,7123,1122,3366,0,96,19,16,0,1637,867,1700,4054,1369,383,43,294,37,7,0,0,0,2,0,37,346,0,251265,310379,3264,21705,770,601723,0.011837673,0.004465405,0.010844806,0.004422944,0.005821078,0.020779221,0.000636506,0.000171134,0.000947229,0.000322506,0,0
1793,1793,5/17/2020,DE,7670,2134,2086,2100,113,0,0,0,409,828,2100,4742,828,290,177,68,21,1,0,0,0,3,20,21,249,20,645770,196281,5929,29342,690,897934,0.00854183,0.003304582,0.010627621,0.003851135,0,0,0.000322964,0.000274091,0.000346442,3.41E-05,0,0
1794,1794,5/17/2020,FL,45588,12771,8598,14905,0,0,0,0,1786,7528,14905,21514,9169,1973,986,419,431,0,0,0,0,68,69,431,1397,145,14808867,3078067,89119,474199,18790,18801310,0.002424725,0.000862389,0.002793312,0,0,0,0.000104939,6.66E-05,0.000136124,0,0,0
1795,1795,5/17/2020,GA,37552,9364,12953,3995,533,34,16,0,646,10011,3995,19313,14244,1609,685,780,58,27,3,2,0,8,46,58,1481,70,6144931,2993927,48599,323459,10454,9687653,0.003876274,0.001523858,0.004326425,0.001647813,0.000699603,0.001530515,0.000166088,0.000111474,0.000260527,8.35E-05,6.17E-05,0.000191314
1796,1796,5/17/2020,HI,640,154,5,0,172,0,89,166,5,49,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,349051,22473,4960,531633,138292,1360301,0.000470484,0.000441196,0.000222489,0.000323531,0,0.000643566,1.25E-05,0,0,0,0,0
1797,1797,5/17/2020,IA,14651,8223,1821,0,1463,0,0,0,3144,0,3675,8368,2606,351,273,19,0,10,2,7,0,0,39,17,281,52,2839615,91695,13563,54232,2419,3046355,0.004809354,0.002895815,0.019859316,0.026976693,0,0,0.00011522,9.61E-05,0.000207209,0.000184393,0.00014746,0.002893758
1798,1798,5/17/2020,ID,2419,1335,31,0,41,23,2,68,242,674,411,1227,780,73,70,1,0,2,0,0,0,0,0,4,69,0,1476097,10950,25782,20034,2786,1567582,0.001543141,0.000904412,0.00283105,0.002046521,0.000892095,0.000717875,4.66E-05,4.74E-05,9.13E-05,9.98E-05,0,0
1799,1799,5/17/2020,IL,94191,19218,16616,27763,2830,159,219,0,3643,23743,27763,42685,23743,4177,1785,1316,747,194,7,2,0,31,31,747,3335,95,10030587,1903458,73846,604399,7436,12830632,0.007341104,0.00191594,0.008729376,0.004682337,0.002153129,0.029451318,0.000325549,0.000177956,0.000691373,0.00032098,9.48E-05,0.000268962
